	Id	BodyTitle	words_tokens	tags_tokens
908	232535	"how do i use reflection to call a generic method? whats the best way to call a generic method when the type parameter isnt known at compile time, but instead is obtained dynamically at runtime?
consider the following sample code   inside the example() method, whats the most concise way to invoke genericmethod<t>() using the type stored in the mytype variable?
public class sample
{
    public void example(string typename)
    {
        type mytype = findtype(typename);

           what goes here to call genericmethod<t>()?
        genericmethod<mytype>();    this doesnt work

           what changes to call staticmethod<t>()?
        sample.staticmethod<mytype>();    this also doesnt work
    }

    public void genericmethod<t>()
    {
           ...
    }

    public static void staticmethod<t>()
    {
          ...
    }
}

"	['use', 'reflection', 'call', 'generic', 'method', 'whats', 'best', 'way', 'call', 'generic', 'method', 'type', 'parameter', 'isnt', 'known', 'compile', 'time', 'instead', 'obtained', 'dynamically', 'runtime', 'consider', 'following', 'sample', 'code', 'inside', 'example', 'method', 'whats', 'concise', 'way', 'invoke', 'genericmethod', 'using', 'type', 'stored', 'mytype', 'variable', 'public', 'class', 'sample', 'public', 'void', 'example', 'string', 'typename', 'type', 'mytype', 'findtype', 'typename', 'call', 'genericmethod', 'genericmethod', 'mytype', 'doesnt', 'work', 'change', 'call', 'staticmethod', 'sample.staticmethod', 'mytype', 'also', 'doesnt', 'work', 'public', 'void', 'genericmethod', 'public', 'static', 'void', 'staticmethod']	['c', '.net', 'generics', 'reflection']
909	232884	"aspect oriented programming vs. object oriented programming like most developers here and in the entire world, i have been developing software systems using object oriented programming (oop) techniques for many years. so when i read that aspect oriented programming (aop) addresses many of the problems that traditional oop doesnt solve completely or directly, i pause and think, is it real?
i have read a lot of information trying to learn the keys of this aop paradigm and i´m in the same place, so, i wanted to better understand its benefits in real world application development.
does somebody have the answer?
"	['aspect', 'oriented', 'programming', 'vs.', 'object', 'oriented', 'programming', 'like', 'developer', 'entire', 'world', 'developing', 'software', 'system', 'using', 'object', 'oriented', 'programming', 'oop', 'technique', 'many', 'year', 'read', 'aspect', 'oriented', 'programming', 'aop', 'address', 'many', 'problem', 'traditional', 'oop', 'doesnt', 'solve', 'completely', 'directly', 'pause', 'think', 'real', 'read', 'lot', 'information', 'trying', 'learn', 'key', 'aop', 'paradigm', 'i´m', 'place', 'wanted', 'better', 'understand', 'benefit', 'real', 'world', 'application', 'development', 'somebody', 'answer']	['oop', 'aop', 'paradigms']
910	233328	"how do i print the full value of a long string in gdb? i want to print the full length of a c string in gdb.  by default its being abbreviated, how do i force gdb to print the whole string?
"	['print', 'full', 'value', 'long', 'string', 'gdb', 'want', 'print', 'full', 'length', 'string', 'gdb', 'default', 'abbreviated', 'force', 'gdb', 'print', 'whole', 'string']	['c++', 'c', 'string', 'debugging', 'gdb']
911	233507	"how to log out user from web site using basic authentication? is it possible to log out user from a web site if he is using basic authentication?
killing session is not enough, since, once user is authenticated, each request contains login info, so user is automatically logged in next time he she access the site using the same credentials.
the only solution so far is to close browser, but thats not acceptable from the usability standpoint.
"	['log', 'user', 'web', 'site', 'using', 'basic', 'authentication', 'possible', 'log', 'user', 'web', 'site', 'using', 'basic', 'authentication', 'killing', 'session', 'enough', 'since', 'user', 'authenticated', 'request', 'contains', 'login', 'info', 'user', 'automatically', 'logged', 'next', 'time', 'access', 'site', 'using', 'credential', 'solution', 'far', 'close', 'browser', 'thats', 'acceptable', 'usability', 'standpoint']	['http', 'authentication', 'basic-authentication']
912	234564	"tab key ==  spaces and auto indent after curly braces in vim how do i make vi vim never use tabs (converting spaces to tabs, bad!), makes the tab key ==  spaces, and automatically indent code after curly brace blocks like emacs does?
also, how do i save these settings so i never have to input them again?
ive seen other questions related to this, but it always seems to be a little off from what i want.
"	['tab', 'key', 'space', 'auto', 'indent', 'curly', 'brace', 'vim', 'make', 'vim', 'never', 'use', 'tab', 'converting', 'space', 'tab', 'bad', 'make', 'tab', 'key', 'space', 'automatically', 'indent', 'code', 'curly', 'brace', 'block', 'like', 'emacs', 'also', 'save', 'setting', 'never', 'input', 'ive', 'seen', 'question', 'related', 'always', 'seems', 'little', 'want']	['vim', 'whitespace', 'indentation', 'vi', 'auto-indent']
913	234723	"generic htaccess redirect www to non www i would like to redirect www.example.com to example.com. the following htaccess code makes this happen:
rewritecond %{http_host} ^www\.example\.com [nc]
rewriterule ^(.*)$ http:  example.com $ [l,r=]

but, is there a way to do this in a generic fashion without hardcoding the domain name?
"	['generic', 'htaccess', 'redirect', 'www', 'non', 'www', 'would', 'like', 'redirect', 'www.example.com', 'example.com', 'following', 'htaccess', 'code', 'make', 'happen', 'rewritecond', 'http_host', '^www\\.example\\.com', 'rewriterule', 'http', 'example.com', 'way', 'generic', 'fashion', 'without', 'hardcoding', 'domain', 'name']	['apache', 'mod-rewrite', 'url-rewriting']
914	235439	"vim  column layout concerns the way i do  column indication in vim seems incorrect:set columns=. 
at times i also set textwidth, but i want to be able to see and anticipate line overflow with the set columns alternative.
this has some unfortunate side effects:

i cant set number for fear of splitting between files that have different orders of line numbers; i.e. <  line files and >=  line files will require two different set columns values because of the extra column used for the additional digit display. 
i also start new (g)vim sessions instead of splitting windows vertically. this is because vsplit forces me to set columns every time i open or close a pane, so starting a new session is less hassle.

how do you handle the  character indication when you want to set numbers, vertically split, etc.?
"	['vim', 'column', 'layout', 'concern', 'way', 'column', 'indication', 'vim', 'seems', 'incorrect', 'set', 'columns=', 'time', 'also', 'set', 'textwidth', 'want', 'able', 'see', 'anticipate', 'line', 'overflow', 'set', 'column', 'alternative', 'unfortunate', 'side', 'effect', 'cant', 'set', 'number', 'fear', 'splitting', 'file', 'different', 'order', 'line', 'number', 'i.e', 'line', 'file', 'line', 'file', 'require', 'two', 'different', 'set', 'column', 'value', 'extra', 'column', 'used', 'additional', 'digit', 'display', 'also', 'start', 'new', 'vim', 'session', 'instead', 'splitting', 'window', 'vertically', 'vsplit', 'force', 'set', 'column', 'every', 'time', 'open', 'close', 'pane', 'starting', 'new', 'session', 'hassle', 'handle', 'character', 'indication', 'want', 'set', 'number', 'vertically', 'split', 'etc']	['vim', 'coding-style']
915	235839	"indent multiple lines quickly in vi it should be trivial, and it might even be in the help, but i cant figure out how to navigate it. how do i indent multiple lines quickly in vi?
"	['indent', 'multiple', 'line', 'quickly', 'trivial', 'might', 'even', 'help', 'cant', 'figure', 'navigate', 'indent', 'multiple', 'line', 'quickly']	['vim', 'editor', 'indentation', 'vi']
916	236073	"why split the  tag when writing it with document.write()? why do some sites (or advertisers that give clients javascript code) employ a technique of splitting the <script> and or < script> tags up within document.write() calls?
i noticed that amazon does this as well, for example:
<script type=text javascript>
  if (typeof window[jquery] == undefined) document.write(<scr+ipt type=""text javascript"" src=""http:  z ecx.images amazon.com images g  javascripts lib jquery jquery ...pack._v_.js"">< sc+ript>);
< script>

"	['split', 'tag', 'writing', 'document.write', 'site', 'advertiser', 'give', 'client', 'javascript', 'code', 'employ', 'technique', 'splitting', 'script', 'script', 'tag', 'within', 'document.write', 'call', 'noticed', 'amazon', 'well', 'example', 'script', 'type=text', 'javascript', 'typeof', 'window', 'jquery', 'undefined', 'document.write', 'scr+ipt', 'type=', 'text', 'javascript', 'src=', 'http', 'ecx.images', 'amazon.com', 'image', 'javascripts', 'lib', 'jquery', 'jquery', 'pack._v_.js', 'sc+ript', 'script']	['javascript', 'html']
917	236129	"how do i iterate over the words of a string? im trying to iterate over the words of a string.
the string can be assumed to be composed of words separated by whitespace.
note that im not interested in c string functions or that kind of character manipulation access. also, please give precedence to elegance over efficiency in your answer.
the best solution i have right now is:
#include <iostream>
#include <sstream>
#include <string>

using namespace std;

int main()
{
    string s = ""somewhere down the road"";
    istringstream iss(s);

    do
    {
        string subs;
        iss >> subs;
        cout << ""substring: "" << subs << endl;
    } while (iss);
}

is there a more elegant way to do this?
"	['iterate', 'word', 'string', 'trying', 'iterate', 'word', 'string', 'string', 'assumed', 'composed', 'word', 'separated', 'whitespace', 'note', 'interested', 'string', 'function', 'kind', 'character', 'manipulation', 'access', 'also', 'please', 'give', 'precedence', 'elegance', 'efficiency', 'answer', 'best', 'solution', 'right', 'include', 'iostream', 'include', 'sstream', 'include', 'string', 'using', 'namespace', 'std', 'int', 'main', 'string', 'somewhere', 'road', 'istringstream', 'string', 'sub', 'sub', 'cout', 'substring', 'sub', 'endl', 'elegant', 'way']	['c++', 'string', 'split']
918	237079	"how to get file creation & modification date times in python? i have a script that needs to do some stuff based on file creation & modification dates but has to run on linux & windows.
whats the best cross platform way to get file creation & modification date times in python?
"	['get', 'file', 'creation', 'modification', 'date', 'time', 'python', 'script', 'need', 'stuff', 'based', 'file', 'creation', 'modification', 'date', 'run', 'linux', 'window', 'whats', 'best', 'cross', 'platform', 'way', 'get', 'file', 'creation', 'modification', 'date', 'time', 'python']	['python', 'file']
919	237104	"how do i check if an array includes a value in javascript? what is the most concise and efficient way to find out if a javascript array contains a value?
this is the only way i know to do it:
function contains(a, obj) {
    for (var i = ; i < a.length; i++) {
        if (a[i] === obj) {
            return true;
        }
    }
    return false;
}

is there a better and more concise way to accomplish this?
this is very closely related to stack overflow question best way to find an item in a javascript array? which addresses finding objects in an array using indexof.
"	['check', 'array', 'includes', 'value', 'javascript', 'concise', 'efficient', 'way', 'find', 'javascript', 'array', 'contains', 'value', 'way', 'know', 'function', 'contains', 'obj', 'var', 'a.length', 'i++', '===', 'obj', 'return', 'true', 'return', 'false', 'better', 'concise', 'way', 'accomplish', 'closely', 'related', 'stack', 'overflow', 'question', 'best', 'way', 'find', 'item', 'javascript', 'array', 'address', 'finding', 'object', 'array', 'using', 'indexof']	['javascript', 'arrays', 'algorithm', 'time-complexity', 'javascript-objects']
920	238073	"how to add a progress bar to a shell script? when scripting in bash or any other shell in *nix, while running a command that will take more than a few seconds, a progress bar is needed.
for example, copying a big file, opening a big tar file.
what ways do you recommend to add progress bars to shell scripts?
"	['add', 'progress', 'bar', 'shell', 'script', 'scripting', 'bash', 'shell', '*nix', 'running', 'command', 'take', 'second', 'progress', 'bar', 'needed', 'example', 'copying', 'big', 'file', 'opening', 'big', 'tar', 'file', 'way', 'recommend', 'add', 'progress', 'bar', 'shell', 'script']	['bash', 'shell', 'zsh']
921	238603	"how can i get a files size in c? how can i find out the size of a file i opened with an application written in c ? 
i would like to know the size, because i want to put the content of the loaded file into a string, which i allocate using malloc(). just writing malloc(*sizeof(char)); is imho a bad idea. 
"	['get', 'file', 'size', 'find', 'size', 'file', 'opened', 'application', 'written', 'would', 'like', 'know', 'size', 'want', 'put', 'content', 'loaded', 'file', 'string', 'allocate', 'using', 'malloc', 'writing', 'malloc', '*sizeof', 'char', 'imho', 'bad', 'idea']	['c', 'file', 'size']
922	238980	"how to change the name of an ios app? i began an iphone project the other day with a silly development code name, and now i want to change the name of the project since its nearly finished. 
but im not sure how to do this with xcode, trying the obvious of changing the applications name in the info.plist file, causes the signing process to go wrong (i think...) and my app wont launch giving me a launcher error.
i guess i could make a new project and copy paste everything over, but it seems so primitive that im hoping for a more civilized solution.
"	['change', 'name', 'app', 'began', 'iphone', 'project', 'day', 'silly', 'development', 'code', 'name', 'want', 'change', 'name', 'project', 'since', 'nearly', 'finished', 'sure', 'xcode', 'trying', 'obvious', 'changing', 'application', 'name', 'info.plist', 'file', 'cause', 'signing', 'process', 'wrong', 'think', 'app', 'wont', 'launch', 'giving', 'launcher', 'error', 'guess', 'could', 'make', 'new', 'project', 'copy', 'paste', 'everything', 'seems', 'primitive', 'hoping', 'civilized', 'solution']	['ios', 'xcode']
923	239732	"things possible in intellij that arent possible in eclipse? i have heard from people who have switched either way and who swear by the one or the other.
being a huge eclipse fan but having not had the time to try out intellij, i am interested in hearing from intellij users who are ""ex eclipsians"" some specific things that you can do with intellij that you can not do with eclipse.
note: this is not a subjective question nor at all meant to turn into an ide holy war. please downvote any flamebait answers.
"	['thing', 'possible', 'intellij', 'arent', 'possible', 'eclipse', 'heard', 'people', 'switched', 'either', 'way', 'swear', 'one', 'huge', 'eclipse', 'fan', 'time', 'try', 'intellij', 'interested', 'hearing', 'intellij', 'user', 'eclipsians', 'specific', 'thing', 'intellij', 'eclipse', 'note', 'subjective', 'question', 'meant', 'turn', 'ide', 'holy', 'war', 'please', 'downvote', 'flamebait', 'answer']	['java', 'eclipse', 'ide', 'intellij-idea']
924	240178	"list of lists changes reflected across sublists unexpectedly i needed to create a list of lists in python, so i typed the following:  
mylist = [[] * ] * 

the list looked like this:  
[[, , , ], [, , , ], [, , , ]]  

then i changed one of the innermost values:  
mylist[][] = 

now my list looks like this:  
[[, , , ], [, , , ], [, , , ]]  

which is not what i wanted or expected. can someone please explain whats going on, and how to get around it?
"	['list', 'list', 'change', 'reflected', 'across', 'sublists', 'unexpectedly', 'needed', 'create', 'list', 'list', 'python', 'typed', 'following', 'mylist', 'list', 'looked', 'like', 'changed', 'one', 'innermost', 'value', 'mylist', 'list', 'look', 'like', 'wanted', 'expected', 'someone', 'please', 'explain', 'whats', 'going', 'get', 'around']	['python', 'list', 'nested-lists', 'mutable']
925	240212	"what is the difference between new delete and malloc free? what is the difference between new delete and malloc free?
related (duplicate?): in what cases do i use malloc vs new?
"	['difference', 'new', 'delete', 'malloc', 'free', 'difference', 'new', 'delete', 'malloc', 'free', 'related', 'duplicate', 'case', 'use', 'malloc', 'new']	['c++', 'memory-management']
926	240546	"remove html tags from a string is there a good way to remove html from a java string? a simple regex like
replaceall(""\\<.*?>"", """") 

will work, but things like &amp; wont be converted correctly and non html between the two angle brackets will be removed (i.e. the .*? in the regex will disappear).
"	['remove', 'html', 'tag', 'string', 'good', 'way', 'remove', 'html', 'java', 'string', 'simple', 'regex', 'like', 'replaceall', 'work', 'thing', 'like', 'amp', 'wont', 'converted', 'correctly', 'non', 'html', 'two', 'angle', 'bracket', 'removed', 'i.e', 'regex', 'disappear']	['java', 'html', 'regex', 'parsing']
927	241134	"what is the worst gotcha in c# or .net? i was recently working with a datetime object, and wrote something like this:
datetime dt = datetime.now;
dt.adddays();
return dt;    still todays date! wtf?

the intellisense documentation for adddays() says it adds a day to the date, which it doesnt   it actually returns a date with a day added to it, so you have to write it like:
datetime dt = datetime.now;
dt = dt.adddays();
return dt;    tomorrows date

this one has bitten me a number of times before, so i thought it would be useful to catalog the worst c# gotchas.
"	['worst', 'gotcha', '.net', 'recently', 'working', 'datetime', 'object', 'wrote', 'something', 'like', 'datetime', 'datetime.now', 'dt.adddays', 'return', 'still', 'today', 'date', 'wtf', 'intellisense', 'documentation', 'adddays', 'say', 'add', 'day', 'date', 'doesnt', 'actually', 'return', 'date', 'day', 'added', 'write', 'like', 'datetime', 'datetime.now', 'dt.adddays', 'return', 'tomorrow', 'date', 'one', 'bitten', 'number', 'time', 'thought', 'would', 'useful', 'catalog', 'worst', 'gotchas']	['c', '.net']
928	241145	"jquery validate plugin   how to create a simple custom rule? how do you create a simple, custom rule using the jquery validate plugin (using addmethod) that doesnt use a regex?
for example, what function would create a rule that validates only if at least one of a group of checkboxes is checked?
"	['jquery', 'validate', 'plugin', 'create', 'simple', 'custom', 'rule', 'create', 'simple', 'custom', 'rule', 'using', 'jquery', 'validate', 'plugin', 'using', 'addmethod', 'doesnt', 'use', 'regex', 'example', 'function', 'would', 'create', 'rule', 'validates', 'least', 'one', 'group', 'checkboxes', 'checked']	['javascript', 'jquery', 'jquery-validate']
929	241339	"when to use static classes in c# heres what msdn has to say under when to use static classes:

static class companyinfo
{
    public static string getcompanyname() { return ""companyname""; }
    public static string getcompanyaddress() { return ""companyaddress""; }
      ...
}

use a static class as a unit of
  organization for methods not
  associated with particular objects.
  also, a static class can make your
  implementation simpler and faster
  because you do not have to create an
  object in order to call its methods.
  it is useful to organize the methods
  inside the class in a meaningful way,
  such as the methods of the math class
  in the system namespace.

to me, that example doesnt seem to cover very many possible usage scenarios for static classes. in the past ive used static classes for stateless suites of related functions, but thats about it. so, under what circumstances should (and shouldnt) a class be declared static?  
"	['use', 'static', 'class', 'here', 'msdn', 'say', 'use', 'static', 'class', 'static', 'class', 'companyinfo', 'public', 'static', 'string', 'getcompanyname', 'return', 'companyname', 'public', 'static', 'string', 'getcompanyaddress', 'return', 'companyaddress', 'use', 'static', 'class', 'unit', 'organization', 'method', 'associated', 'particular', 'object', 'also', 'static', 'class', 'make', 'implementation', 'simpler', 'faster', 'create', 'object', 'order', 'call', 'method', 'useful', 'organize', 'method', 'inside', 'class', 'meaningful', 'way', 'method', 'math', 'class', 'system', 'namespace', 'example', 'doesnt', 'seem', 'cover', 'many', 'possible', 'usage', 'scenario', 'static', 'class', 'past', 'ive', 'used', 'static', 'class', 'stateless', 'suite', 'related', 'function', 'thats', 'circumstance', 'shouldnt', 'class', 'declared', 'static']	['c', 'class', 'static']
930	242485	"starting python debugger automatically on error this is a question i have wondered about for quite some time, yet i have never found a suitable solution. if i run a script and i come across, lets say an indexerror, python prints the line, location and quick description of the error and exits. is it possible to automatically start pdb when an error is encountered? i am not against having an extra import statement at the top of the file, nor a few extra lines of code.
"	['starting', 'python', 'debugger', 'automatically', 'error', 'question', 'wondered', 'quite', 'time', 'yet', 'never', 'found', 'suitable', 'solution', 'run', 'script', 'come', 'across', 'let', 'say', 'indexerror', 'python', 'print', 'line', 'location', 'quick', 'description', 'error', 'exit', 'possible', 'automatically', 'start', 'pdb', 'error', 'encountered', 'extra', 'import', 'statement', 'top', 'file', 'extra', 'line', 'code']	['python', 'debugging']
931	242538	"unix shell script find out which directory the script file resides? basically i need to run the script with paths related to the shell script file location, how can i change the current directory to the same directory as where the script file resides?
"	['unix', 'shell', 'script', 'find', 'directory', 'script', 'file', 'resides', 'basically', 'need', 'run', 'script', 'path', 'related', 'shell', 'script', 'file', 'location', 'change', 'current', 'directory', 'directory', 'script', 'file', 'resides']	['shell', 'unix']
932	242813	"when should i use double or single quotes in javascript? console.log(""double""); vs. console.log(single);
i see more and more javascript libraries out there using single quotes when handling strings. what are the reasons to use one over the other?
i thought theyre pretty much interchangeable.
"	['use', 'double', 'single', 'quote', 'javascript', 'console.log', 'double', 'vs.', 'console.log', 'single', 'see', 'javascript', 'library', 'using', 'single', 'quote', 'handling', 'string', 'reason', 'use', 'one', 'thought', 'theyre', 'pretty', 'much', 'interchangeable']	['javascript', 'string', 'conventions']
933	242841	"javascript for...in vs for do you think there is a big difference in for...in and for loops? what kind of ""for"" do you prefer to use and why?
lets say we have an array of associative arrays:
var myarray = [{key: value}, {key: value}];

so we can iterate:
for (var i = ; i < myarray.length; i++)

and:
for (var i in myarray)

i dont see a big difference. are there any performance issues?
"	['javascript', 'think', 'big', 'difference', 'loop', 'kind', 'prefer', 'use', 'let', 'say', 'array', 'associative', 'array', 'var', 'myarray', 'key', 'value', 'key', 'value', 'iterate', 'var', 'myarray.length', 'i++', 'var', 'myarray', 'dont', 'see', 'big', 'difference', 'performance', 'issue']	['javascript']
934	242926	"comparison of c++ unit test frameworks i know there are already a few questions regarding recommendations for c++ unit test frameworks, but all the answers did not help as they just recommend one of the frameworks but do not provide any information about a (feature) comparison.
i think the most interesting frameworks are cppunit, boost and the new google testing framework. has anybody done any comparison yet?
"	['comparison', 'c++', 'unit', 'test', 'framework', 'know', 'already', 'question', 'regarding', 'recommendation', 'c++', 'unit', 'test', 'framework', 'answer', 'help', 'recommend', 'one', 'framework', 'provide', 'information', 'feature', 'comparison', 'think', 'interesting', 'framework', 'cppunit', 'boost', 'new', 'google', 'testing', 'framework', 'anybody', 'done', 'comparison', 'yet']	['c++', 'unit-testing', 'cppunit', 'googletest', 'boost-test']
935	243274	"how to unit test abstract classes: extend with stubs? i was wondering how to unit test abstract classes, and classes that extend abstract classes.
should i test the abstract class by extending it, stubbing out the abstract methods, and then test all the concrete methods? then only test the methods i override, and test the abstract methods in the unit tests for objects that extend my abstract class?
should i have an abstract test case that can be used to test the methods of the abstract class, and extend this class in my test case for objects that extend the abstract class?
note that my abstract class has some concrete methods.
"	['unit', 'test', 'abstract', 'class', 'extend', 'stub', 'wondering', 'unit', 'test', 'abstract', 'class', 'class', 'extend', 'abstract', 'class', 'test', 'abstract', 'class', 'extending', 'stubbing', 'abstract', 'method', 'test', 'concrete', 'method', 'test', 'method', 'override', 'test', 'abstract', 'method', 'unit', 'test', 'object', 'extend', 'abstract', 'class', 'abstract', 'test', 'case', 'used', 'test', 'method', 'abstract', 'class', 'extend', 'class', 'test', 'case', 'object', 'extend', 'abstract', 'class', 'note', 'abstract', 'class', 'concrete', 'method']	['java', 'unit-testing', 'testing', 'abstract-class']
936	243385	"beanfactory vs applicationcontext im pretty new to the spring framework, ive been playing around with it and putting a few samples apps together for the purposes of evaluating spring mvc for use in an upcoming company project. so far i really like what i see in spring mvc, seems very easy to use and encourages you to write classes that are very unit test friendly.
just as an exercise, im writing a main method for one of my sample test projects. one thing im unclear about is the exact differences between beanfactory and applicationcontext   which is appropriate to use in which conditions?
i understand that applicationcontext extends beanfactory, but if im just writing a simple main method, do i need the extra functionality that applicationcontext provides? and just exactly what kind of extra functionality does applicationcontext provide?
in addition to answering ""which should i use in a main() method"", are there any standards or guidelines as far as which implementation i should use in such a scenario? should my main() method be written to depend on the bean application configuration to be in xml format   is that a safe assumption, or am i locking the user into something specific?
and does this answer change in a web environment   if any of my classes needed to be aware of spring, are they more likely to need applicationcontext?
thanks for any help. i know a lot of these questions are probably answered in the reference manual, but im having a hard time finding a clear breakdown of these two interfaces and the pros cons of each without reading thru the manual with a fine tooth comb.
"	['beanfactory', 'applicationcontext', 'pretty', 'new', 'spring', 'framework', 'ive', 'playing', 'around', 'putting', 'sample', 'apps', 'together', 'purpose', 'evaluating', 'spring', 'mvc', 'use', 'upcoming', 'company', 'project', 'far', 'really', 'like', 'see', 'spring', 'mvc', 'seems', 'easy', 'use', 'encourages', 'write', 'class', 'unit', 'test', 'friendly', 'exercise', 'writing', 'main', 'method', 'one', 'sample', 'test', 'project', 'one', 'thing', 'unclear', 'exact', 'difference', 'beanfactory', 'applicationcontext', 'appropriate', 'use', 'condition', 'understand', 'applicationcontext', 'extends', 'beanfactory', 'writing', 'simple', 'main', 'method', 'need', 'extra', 'functionality', 'applicationcontext', 'provides', 'exactly', 'kind', 'extra', 'functionality', 'applicationcontext', 'provide', 'addition', 'answering', 'use', 'main', 'method', 'standard', 'guideline', 'far', 'implementation', 'use', 'scenario', 'main', 'method', 'written', 'depend', 'bean', 'application', 'configuration', 'xml', 'format', 'safe', 'assumption', 'locking', 'user', 'something', 'specific', 'answer', 'change', 'web', 'environment', 'class', 'needed', 'aware', 'spring', 'likely', 'need', 'applicationcontext', 'thanks', 'help', 'know', 'lot', 'question', 'probably', 'answered', 'reference', 'manual', 'hard', 'time', 'finding', 'clear', 'breakdown', 'two', 'interface', 'pro', 'con', 'without', 'reading', 'thru', 'manual', 'fine', 'tooth', 'comb']	['spring', 'managed-bean', 'applicationcontext']
937	244243	"how to reset postgres primary key sequence when it falls out of sync? i ran into the problem that my primary key sequence is not in sync with my table rows. 
that is, when i insert a new row i get a duplicate key error because the sequence implied in the serial datatype returns a number that already exists.
it seems to be caused by import restores not maintaining the sequence properly.
"	['reset', 'postgres', 'primary', 'key', 'sequence', 'fall', 'sync', 'ran', 'problem', 'primary', 'key', 'sequence', 'sync', 'table', 'row', 'insert', 'new', 'row', 'get', 'duplicate', 'key', 'error', 'sequence', 'implied', 'serial', 'datatype', 'return', 'number', 'already', 'exists', 'seems', 'caused', 'import', 'restores', 'maintaining', 'sequence', 'properly']	['postgresql', 'primary-key', 'database-sequence']
938	244777	"can comments be used in json? can i use comments inside a json file? if so, how?
"	['comment', 'used', 'json', 'use', 'comment', 'inside', 'json', 'file']	['json', 'comments']
939	244882	"what is the best way to implement ""remember me"" for a website? i want my website to have a checkbox that users can click so that they will not have to log in each time they visit my website. i know i will need to store a cookie on their computer to implement this, but what should be contained in that cookie?  
also, are there common mistakes to watch out for to keep this cookie from presenting a security vulnerability, which could be avoided while still giving the remember me functionality?
"	['best', 'way', 'implement', 'remember', 'website', 'want', 'website', 'checkbox', 'user', 'click', 'log', 'time', 'visit', 'website', 'know', 'need', 'store', 'cookie', 'computer', 'implement', 'contained', 'cookie', 'also', 'common', 'mistake', 'watch', 'keep', 'cookie', 'presenting', 'security', 'vulnerability', 'could', 'avoided', 'still', 'giving', 'remember', 'functionality']	['security', 'cookies', 'remember-me']
940	245395	"hidden features of windows batch files what are some of the lesser know, but important and useful features of windows batch files?
guidelines:

one feature per answer
give both a short description of the feature and an example, not just a link to documentation
limit answers to native funtionality, i.e., does not require additional software, like the windows resource kit

clarification: we refer here to scripts that are processed by cmd.exe, which is the default on winnt variants.
(see also: windows batch files: .bat vs .cmd?)
"	['hidden', 'feature', 'window', 'batch', 'file', 'lesser', 'know', 'important', 'useful', 'feature', 'window', 'batch', 'file', 'guideline', 'one', 'feature', 'per', 'answer', 'give', 'short', 'description', 'feature', 'example', 'link', 'documentation', 'limit', 'answer', 'native', 'funtionality', 'i.e.', 'require', 'additional', 'software', 'like', 'window', 'resource', 'kit', 'clarification', 'refer', 'script', 'processed', 'cmd.exe', 'default', 'winnt', 'variant', 'see', 'also', 'window', 'batch', 'file', '.bat', '.cmd']	['windows', 'batch-file', 'hidden-features']
941	246007	"how to determine whether a given linux is  bit or  bit? when i type uname  a, it gives the following output.
linux mars .. ...elsmp # smp tue apr  :: edt  i i i gnu linux

how can i know from this that the given os is  or  bit?
this is useful when writing configure scripts, for example: what architecture am i building for?
"	['determine', 'whether', 'given', 'linux', 'bit', 'bit', 'type', 'uname', 'give', 'following', 'output', 'linux', 'mar', 'elsmp', 'smp', 'tue', 'apr', 'edt', 'gnu', 'linux', 'know', 'given', 'bit', 'useful', 'writing', 'configure', 'script', 'example', 'architecture', 'building']	['linux', 'shell', '32bit-64bit', 'processor']
943	246215	"how can i generate a list of files with their absolute path in linux? i am writing a shell script that takes file paths as input.
for this reason, i need to generate recursive file listings with full paths. for example, the file bar has the path:
 home ken foo bar

but, as far as i can see, both ls and find only give relative path listings:
. foo bar   (from the folder ken)

it seems like an obvious requirement, but i cant see anything in the find or ls man pages.
how can i generate a list of files in the shell including their absolute paths?
"	['generate', 'list', 'file', 'absolute', 'path', 'linux', 'writing', 'shell', 'script', 'take', 'file', 'path', 'input', 'reason', 'need', 'generate', 'recursive', 'file', 'listing', 'full', 'path', 'example', 'file', 'bar', 'path', 'home', 'ken', 'foo', 'bar', 'far', 'see', 'find', 'give', 'relative', 'path', 'listing', 'foo', 'bar', 'folder', 'ken', 'seems', 'like', 'obvious', 'requirement', 'cant', 'see', 'anything', 'find', 'man', 'page', 'generate', 'list', 'file', 'shell', 'including', 'absolute', 'path']	['linux', 'command-line', 'absolute-path', 'ls']
944	246249	"programmatically add custom event in the iphone calendar is there any way to add ical event to the iphone calendar from the custom app?
"	['programmatically', 'add', 'custom', 'event', 'iphone', 'calendar', 'way', 'add', 'ical', 'event', 'iphone', 'calendar', 'custom', 'app']	['ios', 'iphone', 'calendar', 'eventkit']
945	246422	"how can i deploy an iphone application from xcode to a real iphone device? how can i deploy an iphone application from xcode to real iphone device without having a us$ apple certificate?
"	['deploy', 'iphone', 'application', 'xcode', 'real', 'iphone', 'device', 'deploy', 'iphone', 'application', 'xcode', 'real', 'iphone', 'device', 'without', 'apple', 'certificate']	['ios', 'xcode', 'deployment', 'certificate']
946	246564	"what is the lifetime of a static variable in a c++ function? if a variable is declared as static in a functions scope it is only initialized once and retains its value between function calls. what exactly is its lifetime? when do its constructor and destructor get called?
void foo() 
{ 
    static string plonk = ""when will i die?"";
}

"	['lifetime', 'static', 'variable', 'c++', 'function', 'variable', 'declared', 'static', 'function', 'scope', 'initialized', 'retains', 'value', 'function', 'call', 'exactly', 'lifetime', 'constructor', 'destructor', 'get', 'called', 'void', 'foo', 'static', 'string', 'plonk', 'die']	['c++', 'static', 'lifetime']
